OBJECTID	Color	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	X	Y	OBJECTID_1	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12	Color_1	ORIG_FID_1	RASTERVALU	X_1	Y_1
808		808	11.06059416	34.74793217	96.0833344	-5915664.5	1196038.625	918	2	808	982719.8942	918	808		808	-123	-5915665	1196037.625
809		809	3.898166515	12.24655648	11.93488162	-5915657	1196020.875	889	2	809	982708.3558	889	809		809	-123	-5915657.5	1196021.125
810		810	6.786724041	21.32136102	36.17595324	-5915662	1196020.875	901	2	810	982711.556	901	810		810	-123	-5915662.5	1196021.125
811		811	3.775185777	11.85999015	11.19331672	-5915665.5	1196026.25	915	2	811	982719.2058	915	811		811	-123	-5915665.5	1196026.25
812		812	15.61670567	49.06110212	191.5423168	-5915681.5	1196024.125	933	2	812	982729.015	933	812		812	-123	-5915681	1196025.25
813		813	12.0744625	37.9330167	114.5051185	-5915708	1196017	982	2	813	982750.5277	982	813		813	-87	-5915708	1196017.75
814		814	2.903511453	9.121923663	6.621600927	-5915687	1196024.5	952	2	814	982738.735	952	814		814	-123	-5915687	1196024.5
815		815	5.03200663	15.80880839	19.88787617	-5915687.5	1196020.5	947	2	815	982736.4708	947	815		815	-123	-5915688	1196020.375
816		816	7.819837205	24.56652702	48.02613804	-5915629	1195988.625	786	2	816	982664.6919	786	816		816	-123	-5915629	1195988.75
817		817	6.85410663	21.53268655	36.89661912	-5915678.5	1196006	920	2	817	982720.0484	920	817		817	-123	-5915678.5	1196006.125
818		818	17.81870383	55.97881803	249.3661985	-5915752.5	1196003.625	1049	2	818	982783.2482	1049	818		818	-87	-5915752.5	1196003.625
819		819	8.944708483	28.10058639	62.83778981	-5915678	1196043.25	950	2	819	982737.8212	950	819		819	-123	-5915678.5	1196043
820		820	8.008116514	25.15818813	50.36732159	-5915633	1196039.75	851	2	820	982693.6461	851	820		820	-123	-5915633	1196039.75
821		821	9.329830743	29.3107453	68.36658065	-5915670	1196058	946	2	821	982735.8493	946	821		821	-123	-5915670	1196057.75
822		822	4.787539145	15.04031458	18.00130441	-5915645	1195987.125	818	2	822	982681.3292	818	822		822	-123	-5915645	1195987.125
823		823	5.239457705	16.46037471	21.56103331	-5915666	1195993.75	876	2	823	982703.7285	876	823		823	-123	-5915666	1195993.625
824		824	4.237266767	13.31188717	14.10163248	-5915678.5	1195969.625	877	2	824	982704.8243	877	824		824	-123	-5915679	1195969.5
825		825	7.323910906	23.00864186	42.12812247	-5915641.5	1195973.5	796	2	825	982669.9942	796	825		825	-123	-5915642	1195973.75
826		826	4.686729912	14.7235871	17.25112395	-5915667.5	1195971.75	856	2	826	982695.1117	856	826		826	-123	-5915667.5	1195971.5
827		827	10.94030985	34.37010478	94.00519362	-5915664	1195977.5	846	2	827	982692.116	846	827		827	-123	-5915664.5	1195977.125
828		828	3.80438608	11.95169207	11.36708026	-5915720	1195975	968	2	828	982746.5405	968	828		828	-87	-5915719.5	1195975.25
829		829	4.272193265	13.42119798	14.33417497	-5915719	1195990.375	986	2	829	982752.3143	986	829		829	-87	-5915719	1195990.25
830		830	11.59762155	36.43468898	105.638024	-5915703	1196010	959	2	830	982743.1512	959	830		830	-87	-5915702.5	1196009
831		831	6.839568281	21.48702917	36.74031561	-5915666	1196074.625	956	2	831	982741.2052	956	831		831	-123	-5915666	1196074.75
832		832	4.301819802	13.51450328	14.53417256	-5915660	1196073.875	945	2	832	982735.441	945	832		832	-123	-5915659.5	1196073.875
833		833	3.257145881	10.23279578	8.332565759	-5915662.5	1196071.25	949	2	833	982737.0261	949	833		833	-123	-5915662.5	1196071.125
834		834	2.528949446	7.944773667	5.022884535	-5915654	1196069.625	934	2	834	982729.0255	934	834		834	-123	-5915654	1196069.625
835		835	8.759883009	27.51982184	60.26724959	-5915695	1196065	1005	2	835	982762.3009	1005	835		835	-123	-5915695	1196064.875
836		836	3.523862803	11.07066126	9.752978373	-5915693.5	1195983.875	931	2	836	982725.8213	931	836		836	-123	-5915694	1195983.875
837		837	5.508681005	17.30609145	23.8335165	-5915700.5	1195980.375	936	2	837	982729.8237	936	837		837	-87	-5915700.5	1195980.875
838		838	20.59144496	64.68968495	333.0122489	-5915624	1195963	751	2	838	982642.0968	751	838		838	-123	-5915624	1195963
839		839	12.92153959	40.59416007	131.1345879	-5915585	1195942.375	650	2	839	982599.6313	650	839		839	-123	-5915584.5	1195941.75
840		840	12.23824604	38.44743676	117.6318476	-5915583.5	1195933.125	635	2	840	982594.8734	635	840		840	-123	-5915583.5	1195932.5
841		841	11.87475521	37.30558158	110.7484778	-5915587.5	1195954.5	677	2	841	982609.8198	677	841		841	-123	-5915587.5	1195954.25
842		842	16.44607263	51.66694694	212.429944	-5915597.5	1195982.875	729	2	842	982629.5551	729	842		842	-123	-5915597.5	1195983.5
843		843	5.348455378	16.80249415	22.46661492	-5915654	1195965.5	815	2	843	982679.1473	815	843		843	-123	-5915653.5	1195965.625
844		844	4.978213849	15.63936293	19.46382772	-5915564.5	1195930.125	594	2	844	982578.4696	594	844		844	-123	-5915564.5	1195929.875
845		845	5.674731892	17.82759584	25.29156453	-5915567	1195933.625	602	2	845	982582.3534	602	845		845	-123	-5915567	1195933.75
846		846	5.371586505	16.87563617	22.66263704	-5915561	1195933.75	590	2	846	982577.0174	590	846		846	-123	-5915561.5	1195933.875
847		847	10.05865388	31.60040338	79.46490873	-5915573.5	1195931.625	607	2	847	982584.7233	607	847		847	-123	-5915573	1195930.875
848		848	7.898962879	24.81501728	49.00261989	-5915575	1195935.75	619	2	848	982589.4047	619	848		848	-123	-5915575	1195935.5
849		849	3.766129243	11.83186625	11.14029367	-5915615	1195951.375	741	2	849	982636.611	741	849		849	-123	-5915615	1195951.25
850		850	3.854679921	12.10958304	11.6693997	-5915605	1195927.875	702	2	850	982616.4143	702	850		850	-123	-5915605	1195927.875
851		851	14.77943913	46.43075035	171.5542732	-5915513	1196016.5	561	2	851	982565.2191	561	851		851	-123	-5915513.5	1196016.625
852		852	35.6587146	112.02511	998.6674472	-5915493	1196032.75	514	2	852	982545.1586	514	852		852	-123	-5915493	1196034.5
853		853	10.34162045	32.48925712	83.99814557	-5915509	1196025.625	567	2	853	982567.3457	567	853		853	-123	-5915509.5	1196025.125
854		854	31.49479066	98.94366714	779.0514514	-5915474.5	1196045.375	493	2	854	982535.094	493	854		854	-123	-5915472	1196047.125
855		855	7.578875566	23.80969847	45.11260718	-5915531.5	1196029.625	626	2	855	982591.9474	626	855		855	-123	-5915531	1196029.25
856		856	4.250787512	13.35395124	14.19089244	-5915528.5	1196043.125	643	2	856	982597.0982	643	856		856	-123	-5915528.5	1196043.125
857		857	9.197250067	28.89385595	66.43564298	-5915530	1196011.75	601	2	857	982582.239	601	857		857	-123	-5915530.5	1196012.125
858		858	2.797166346	8.787662978	6.145212725	-5915533.5	1196018.5	622	2	858	982591.0381	622	858		858	-123	-5915533.5	1196018.75
859		859	5.411247185	17.00010033	22.99816072	-5915539.5	1196031.75	660	2	859	982601.6678	660	859		859	-123	-5915539.5	1196031.625
860		860	4.648849574	14.60495009	16.97423812	-5915539	1196023.625	647	2	860	982598.6754	647	860		860	-123	-5915539	1196023.25
861		861	2.184694144	6.863437475	3.748637966	-5915535.5	1196025	640	2	861	982596.5078	640	861		861	-123	-5915535.5	1196025
862		862	4.946069863	15.53831727	19.21312931	-5915550	1195996.75	637	2	862	982595.6852	637	862		862	-123	-5915550	1195996.875
863		863	5.746683332	18.05347635	25.9365268	-5915503.5	1195968.75	500	2	863	982538.8045	500	863		863	-123	-5915503.5	1195968.75
864		864	3.905722762	12.27043259	11.98146391	-5915512.5	1195965.125	519	2	864	982546.6605	519	864		864	-123	-5915512.5	1195965.25
865		865	3.429904095	10.77534865	9.239592084	-5915499.5	1196005.25	528	2	865	982552.5773	528	865		865	-123	-5915499.5	1196005
866		866	2.550559376	8.012946226	5.109455163	-5915501.5	1196007	536	2	866	982555.6851	536	866		866	-123	-5915501.5	1196006.75
867		867	3.774356622	11.85746993	11.18856012	-5915504	1196005.125	539	2	867	982556.6315	539	867		867	-123	-5915504	1196005.125
868		868	3.293196421	10.34583039	8.517670673	-5915493.5	1196011.625	524	2	868	982549.9517	524	868		868	-123	-5915493.5	1196011.625
869		869	3.749422122	11.77940166	11.04171663	-5915490	1196009	516	2	869	982545.7276	516	869		869	-123	-5915490.5	1196009.125
870		870	4.096562024	12.86942313	13.17978411	-5915499	1196011.25	534	2	870	982554.6391	534	870		870	-123	-5915499	1196011.5
871		871	5.156926346	16.20119331	20.88738848	-5915502	1196009.5	537	2	871	982556.0244	537	871		871	-123	-5915502	1196009.5
872		872	3.037269951	9.541972018	7.245467509	-5915495.5	1196012.625	529	2	872	982552.7794	529	872		872	-123	-5915495.5	1196012.75
873		873	5.453230813	17.1316643	23.3555042	-5915467.5	1196003.625	471	2	873	982521.6198	471	873		873	-123	-5915467	1196003.875
874		874	4.583544565	14.39947222	16.49997494	-5915538	1195982.375	593	2	874	982577.6336	593	874		874	-123	-5915538	1195982.25
875		875	11.62544013	36.5221767	106.1459535	-5915424.5	1195897.75	367	2	875	982429.1505	367	875		875	-123	-5915424.5	1195898
876		876	12.23553792	38.43884994	117.5793099	-5915412.5	1195895.75	353	2	876	982415.9034	353	876		876	-123	-5915412.5	1195895.875
877		877	23.58302526	74.08817955	436.8053846	-5915521.5	1195939.875	486	2	877	982532.4053	486	877		877	-123	-5915520	1195941.75
878		878	19.40733827	60.96972023	295.8138749	-5915523.5	1195913.25	477	2	878	982524.8327	477	878		878	-123	-5915523.5	1195913.25
879		879	9.324490181	29.29349216	68.28611929	-5915430	1195939.5	395	2	879	982453.3876	395	879		879	-123	-5915429.5	1195939.25
880		880	9.721393103	30.54068707	74.22457886	-5915538.5	1195957.125	557	2	880	982564.487	557	880		880	-123	-5915539	1195957.375
881		881	8.742524469	27.4652398	60.02842194	-5915545.5	1195923.5	538	2	881	982556.3057	538	881		881	-123	-5915546	1195923.5
882		882	5.81898737	18.2807677	26.59371414	-5915506.5	1195951.875	487	2	882	982533.1812	487	882		882	-123	-5915506	1195951.875
883		883	14.54704152	45.70074834	166.2021965	-5915499	1195980.75	494	2	883	982535.8702	494	883		883	-123	-5915499.5	1195980.625
884		884	3.260825094	10.24442185	8.351510733	-5915512.5	1195989.25	541	2	884	982557.655	541	884		884	-123	-5915512.5	1195989.375
885		885	2.531242611	7.952331366	5.032445413	-5915526.5	1195982.125	569	2	885	982567.7508	569	885		885	-123	-5915526.5	1195982.125
886		886	6.582514689	20.67955215	34.03081845	-5915511	1196000.75	545	2	886	982559.748	545	886		886	-123	-5915510.5	1196000.75
887		887	5.646754409	17.74001911	25.04368905	-5915519	1196002.375	571	2	887	982568.4321	571	887		887	-123	-5915518.5	1196002.25
888		888	8.12432704	25.52334005	51.84001866	-5915481.5	1195969.625	465	2	888	982517.1956	465	888		888	-123	-5915481.5	1195970
889		889	4.963096919	15.59219809	19.3466076	-5915488.5	1195946.75	456	2	889	982514.463	456	889		889	-123	-5915488.5	1195946.875
890		890	5.510292116	17.31108608	23.84727543	-5915488.5	1195951.75	462	2	890	982516.321	462	890		890	-123	-5915488.5	1195951.875
891		891	7.562751039	23.75937732	44.92212017	-5915483	1195954.125	449	2	891	982511.4616	449	891		891	-123	-5915483.5	1195953.75
892		892	8.780069916	27.58345661	60.54628676	-5915481	1195962.125	450	2	892	982512.4752	450	892		892	-123	-5915481	1195961.75
893		893	6.777676806	21.29245042	36.07791453	-5915486.5	1195975.5	478	2	893	982524.8373	478	893		893	-123	-5915486.5	1195975.625
894		894	3.905968494	12.27072857	11.98204194	-5915571.5	1195998.5	706	2	894	982617.2409	706	894		894	-123	-5915571.5	1195998.75
895		895	3.905019016	12.26815055	11.97700772	-5915583	1196006	734	2	895	982632.6359	734	895		895	-123	-5915583.5	1196006
896		896	4.150062036	13.03792367	13.52717176	-5915588.5	1196007.125	745	2	896	982637.8306	745	896		896	-123	-5915588.5	1196007.25
897		897	5.777384438	18.14992324	26.21438787	-5915586	1196007.125	738	2	897	982634.9549	738	897		897	-123	-5915586	1196007
898		898	7.25339047	22.78688525	41.31997659	-5915569	1196021.625	717	2	898	982624.6884	717	898		898	-123	-5915569.5	1196021.875
899		899	4.345542328	13.65179088	14.83096432	-5915566	1196007.125	701	2	899	982615.7473	701	899		899	-123	-5915566	1196007.125
900		900	2.398591277	7.535251857	4.51841047	-5915547	1196031.375	679	2	900	982610.0776	679	900		900	-123	-5915547	1196031.5
901		901	3.168170874	9.953280153	7.883563906	-5915545	1196038.375	685	2	901	982610.8991	685	901		901	-123	-5915545	1196038.375
902		902	3.404639153	10.69592613	9.103888401	-5915550	1196035.25	695	2	902	982614.0843	695	902		902	-123	-5915550	1196035.25
903		903	2.491476988	7.827464351	4.875647873	-5915545.5	1196033.125	676	2	903	982609.3352	676	903		903	-123	-5915545.5	1196033.125
904		904	2.872405919	9.02418773	6.480468122	-5915552	1196029.75	693	2	904	982613.8	693	904		904	-123	-5915552	1196029.75
905		905	3.657135915	11.48947507	10.50486583	-5915554.5	1196024.875	692	2	905	982613.3385	692	905		905	-123	-5915554.5	1196024.75
906		906	3.014414779	9.470185554	7.136858938	-5915552	1196021.875	680	2	906	982610.2494	680	906		906	-123	-5915552	1196021.875
907		907	3.228663475	10.14340319	8.187616891	-5915555	1196020	687	2	907	982611.9488	687	907		907	-123	-5915555	1196019.875
908		908	2.488597619	7.817972102	4.863829793	-5915556.5	1196016.375	690	2	908	982612.4391	690	908		908	-123	-5915556.5	1196016.625
909		909	2.083819116	6.546288676	3.410204644	-5915557.5	1196018.75	697	2	909	982614.6504	697	909		909	-123	-5915557.5	1196018.625
910		910	3.158908552	9.924101208	7.837408892	-5915563	1196024	711	2	910	982621.2332	711	910		910	-123	-5915563	1196024.125
911		911	7.422480325	23.31847148	43.27033864	-5915561.5	1196011.875	689	2	911	982612.2348	689	911		911	-123	-5915561.5	1196012.125
912		912	2.823461431	8.869972706	6.26087024	-5915556	1196002.375	668	2	912	982605.0424	668	912		912	-123	-5915556	1196002.5
913		913	13.70506481	43.05561119	147.5195752	-5915549.5	1196015.875	649	2	913	982599.5383	649	913		913	-123	-5915549	1196015.625
914		914	6.149899943	19.3201665	29.70378998	-5915541.5	1196012.75	636	2	914	982595.1862	636	914		914	-123	-5915541.5	1196012.75
915		915	5.127486365	16.10851633	20.64910438	-5915538	1196012.25	623	2	915	982591.2288	623	915		915	-123	-5915537.5	1196012.125
916		916	9.099068627	28.58539126	65.02470908	-5915539.5	1196005.125	618	2	916	982588.5999	618	916		916	-123	-5915540	1196005.875
917		917	2.988141732	9.387241566	7.012391002	-5915545.5	1196002.125	634	2	917	982594.7208	634	917		917	-123	-5915545.5	1196002
918		918	3.369668241	10.58591218	8.917573748	-5915547	1195999.625	633	2	918	982594.6924	633	918		918	-123	-5915547	1195999.625
919		919	2.459244212	7.726118818	4.750211006	-5915548	1196001.25	642	2	919	982597.0874	642	919		919	-123	-5915548	1196001.375
920		920	4.139417094	13.00450914	13.45792379	-5915574	1195995.125	707	2	920	982617.7714	707	920		920	-123	-5915574	1195995.25
921		921	2.303818286	7.237559572	4.168448485	-5915550	1196025.875	681	2	921	982610.3542	681	921		921	-123	-5915550	1196025.875
922		922	2.476712977	7.780661017	4.817515552	-5915543.5	1196020.5	658	2	922	982601.5964	658	922		922	-123	-5915543.5	1196020.375
923		923	1.941071127	6.097831339	2.958972657	-5915550	1196029.25	688	2	923	982612.1796	688	923		923	-123	-5915550	1196029.125
924		924	5.409270659	16.99381714	22.98116377	-5915589.5	1195995.375	733	2	924	982632.0758	733	924		924	-123	-5915590	1195995.25
925		925	4.280900407	13.44884399	14.39328905	-5915599.5	1196002.875	755	2	925	982645.4531	755	925		925	-123	-5915599.5	1196003
926		926	8.626759364	27.10174461	58.45001582	-5915606.5	1196004.375	764	2	926	982650.9318	764	926		926	-123	-5915606.5	1196004.625
927		927	1.99497299	6.267301612	3.125729035	-5915602.5	1195999.375	761	2	927	982648.1761	761	927		927	-123	-5915603	1195999.375
928		928	1.478447449	4.644514298	1.716606467	-5915604	1196000.625	762	2	928	982650.1225	762	928		928	-123	-5915604	1196000.625
929		929	3.68977336	11.59184858	10.69290073	-5915599	1195995	749	2	929	982641.6048	749	929		929	-123	-5915599	1195995
930		930	2.774313908	8.715586467	6.044819924	-5915584	1196037.625	760	2	930	982647.8989	760	930		930	-123	-5915584.5	1196037.5
931		931	1.573617673	4.943924369	1.945063449	-5915573.5	1196031.5	739	2	931	982635.699	739	931		931	-123	-5915573.5	1196031.375
932		932	2.031612645	6.382773803	3.241970388	-5915608.5	1196026.625	789	2	932	982666.0836	789	932		932	-123	-5915608.5	1196026.625
933		933	59.08990078	185.6361072	2742.30049	-5915518	1196079.25	595	2	933	982578.4716	595	933		933	-123	-5915520.5	1196077.25
934		934	9.615303089	30.20717749	72.6123397	-5915547	1196072	719	2	934	982625.3203	719	934		934	-123	-5915547	1196072
935		935	2.346675948	7.37206132	4.324819773	-5915551	1196056.875	722	2	935	982625.7665	722	935		935	-123	-5915551	1196057
936		936	3.370443377	10.58837187	8.921718312	-5915563.5	1196052.125	737	2	936	982634.5418	737	936		936	-123	-5915563	1196052.125
937		937	4.745674398	14.90905626	17.68847707	-5915572.5	1196049.625	750	2	937	982642.0285	750	937		937	-123	-5915572.5	1196049.75
938		938	2.844671235	8.936702118	6.355426495	-5915531	1196047.125	661	2	938	982601.8664	661	938		938	-123	-5915531	1196047.125
939		939	4.19210116	13.16987056	13.80235359	-5915521	1196045.125	621	2	939	982590.9358	621	939		939	-123	-5915521	1196045.125
940		940	5.616348861	17.64447497	24.77465502	-5915533	1196051.625	669	2	940	982605.0863	669	940		940	-123	-5915533	1196051.5
941		941	4.537520634	14.2547816	16.17004661	-5915543.5	1196058.375	708	2	941	982618.4062	708	941		941	-123	-5915543	1196058.25
942		942	5.495620209	17.26493659	23.72029638	-5915544	1196053.625	704	2	942	982616.7469	704	942		942	-123	-5915544	1196054.125
943		943	5.329726536	16.74368475	22.30962206	-5915539.5	1196041.875	674	2	943	982607.2198	674	943		943	-123	-5915539.5	1196041.875
944		944	4.900846159	15.39634015	18.86362398	-5915539.5	1196051.5	684	2	944	982610.8497	684	944		944	-123	-5915539	1196051.625
945		945	8.018695039	25.19175276	50.50180569	-5915546.5	1196046.875	694	2	945	982613.8438	694	945		945	-123	-5915546.5	1196047.25
946		946	4.942362179	15.52704664	19.18526714	-5915539.5	1196058	699	2	946	982615.335	699	946		946	-123	-5915540	1196058.125
947		947	10.74267127	33.74935739	90.64026196	-5915676	1196078.25	975	2	947	982749.3937	975	947		947	-123	-5915676.5	1196078
948		948	8.333501723	26.18077654	54.54502983	-5915298	1196321.625	442	2	948	982506.6939	442	948		948	-103	-5915298	1196320.875
949		949	6.899441168	21.6750831	37.38623042	-5915291	1196314.625	432	2	949	982497.0021	432	949		949	-123	-5915290.5	1196314.75
950		950	10.72890639	33.70597328	90.40737933	-5915302	1196325.5	448	2	950	982510.8524	448	950		950	-103	-5915301.5	1196325.75
951		951	8.358570595	26.25904549	54.87164839	-5915309.5	1196303.5	446	2	951	982509.7915	446	951		951	-123	-5915309.5	1196303.625
952		952	10.476505	32.91317329	86.20444275	-5915305	1196276.5	425	2	952	982491.7172	425	952		952	-123	-5915306	1196277
953		953	6.296475311	19.78110783	31.13804606	-5915309.5	1196263.375	424	2	953	982491.4654	424	953		953	-123	-5915309	1196263.125
954		954	8.307555678	26.0988106	54.20402879	-5915318.5	1196249	426	2	954	982492.3017	426	954		954	-123	-5915318.5	1196249.25
955		955	7.802511415	24.51220193	47.81396807	-5915269.5	1196273.75	399	2	955	982458.8431	399	955		955	-123	-5915270	1196274.125
956		956	8.79006375	27.61459943	60.68308224	-5915290.5	1196297	419	2	956	982488.141	419	956		956	-123	-5915291	1196297.125
957		957	4.52292024	14.20913188	16.06664606	-5915301	1196291.375	434	2	957	982497.2425	434	957		957	-123	-5915301	1196291.375
958		958	3.60168492	11.31507426	10.18837575	-5915293	1196302.625	431	2	958	982495.4111	431	958		958	-123	-5915293	1196302.75
959		959	20.60939445	64.74633531	333.5957584	-5915240	1196232	345	2	959	982403.832	345	959		959	-159	-5915239.5	1196231.875
960		960	5.699496701	17.90532069	25.51257788	-5915317.5	1196234.875	417	2	960	982486.0638	417	960		960	-123	-5915317.5	1196235.125
961		961	8.986352705	28.23118849	63.42324513	-5915362	1196254.875	496	2	961	982537.0888	496	961		961	-123	-5915362	1196255.625
962		962	10.22060817	32.10896187	82.04321392	-5915340	1196242.625	443	2	962	982508.2883	443	962		962	-123	-5915340	1196242
963		963	16.58940947	52.11712214	216.1478842	-5915284.5	1196246.75	396	2	963	982454.4583	396	963		963	-123	-5915285	1196246.25
964		964	3.853917415	12.10755158	11.66548479	-5915235	1196264	360	2	964	982422.6108	360	964		964	-159	-5915235	1196263.75
965		965	4.793251174	15.05840579	18.04463612	-5915386.5	1196199	491	2	965	982534.9486	491	965		965	-123	-5915386.5	1196199
966		966	3.264050806	10.2540716	8.367251573	-5915390.5	1196199.875	502	2	966	982539.8936	502	966		966	-123	-5915390.5	1196199.875
967		967	7.832640453	24.60704935	48.18470632	-5915415	1196217.875	576	2	967	982569.1744	576	967		967	-123	-5915415	1196218
968		968	5.578064221	17.52411798	24.43782063	-5915421.5	1196216.625	586	2	968	982575.7666	586	968		968	-123	-5915421.5	1196216.5
969		969	2.827353868	8.882335711	6.278335258	-5915436	1196222.25	631	2	969	982593.6205	631	969		969	-123	-5915436.5	1196222.125
970		970	3.568757432	11.21143006	10.00258292	-5915451.5	1196208.125	656	2	970	982601.336	656	970		970	-123	-5915452	1196208
971		971	3.785915636	11.89406978	11.25773705	-5915382	1196199.25	484	2	971	982531.148	484	971		971	-123	-5915382	1196199.125
972		972	3.801163731	11.94197461	11.34860351	-5915379.5	1196195.375	480	2	972	982527.5501	480	972		972	-123	-5915380	1196195.375
973		973	4.916058921	15.44445913	18.98171915	-5915386.5	1196203.125	498	2	973	982537.5916	498	973		973	-123	-5915386.5	1196203.125
974		974	8.984699079	28.22613182	63.40052685	-5915375.5	1196220.5	485	2	974	982532.203	485	974		974	-123	-5915375.5	1196220.125
975		975	3.563217847	11.19406854	9.971627799	-5915385	1196214.125	506	2	975	982541.7002	506	975		975	-123	-5915385	1196214.375
976		976	6.420449481	20.17059564	32.37632732	-5915391.5	1196208.75	509	2	976	982543.3063	509	976		976	-123	-5915391.5	1196209
977		977	6.025886573	18.93060901	28.51801595	-5915358.5	1196220	466	2	977	982517.5337	466	977		977	-123	-5915358.5	1196220.25
978		978	3.610430068	11.34240612	10.23765576	-5915362.5	1196219.5	475	2	978	982523.1199	475	978		978	-123	-5915362.5	1196219.5
979		979	6.116237731	19.21451549	29.37981194	-5915365.5	1196215.75	473	2	979	982522.3997	473	979		979	-123	-5915365.5	1196216
980		980	3.027938474	9.512742555	7.201146114	-5915361	1196216	469	2	980	982519.5569	469	980		980	-123	-5915361	1196215.875
981		981	2.733346804	8.586862101	5.867581261	-5915356	1196224.25	467	2	981	982518.724	467	981		981	-123	-5915356	1196224.375
982		982	2.910329827	9.142977109	6.652201576	-5915361	1196201.875	452	2	982	982513.1852	452	982		982	-123	-5915361	1196202
983		983	3.244597468	10.1933397	8.268431469	-5915354.5	1196217	457	2	983	982514.4981	457	983		983	-123	-5915354.5	1196216.875
984		984	3.63205562	11.41013519	10.36028533	-5915353.5	1196220.75	458	2	984	982514.9703	458	984		984	-123	-5915353.5	1196220.5
985		985	6.333870128	19.89867274	31.50927099	-5915403	1196239	570	2	985	982568.038	570	985		985	-123	-5915402.5	1196238.875
986		986	4.362298704	13.70438582	14.94546011	-5915403	1196232.25	565	2	986	982566.7933	565	986		986	-123	-5915403	1196232.375
987		987	15.77223258	49.54986123	195.3777127	-5915329.5	1196126.75	380	2	987	982442.2834	380	987		987	-123	-5915330	1196126.25
988		988	5.518367197	17.33636934	23.91698536	-5915351.5	1196156.5	412	2	988	982481.6259	412	988		988	-123	-5915351.5	1196156.375
989		989	4.002776301	12.57530906	12.58425387	-5915351.5	1196163.5	416	2	989	982485.7923	416	989		989	-123	-5915351.5	1196164
990		990	2.558678223	8.038391095	5.141956527	-5915352.5	1196166.25	420	2	990	982488.8549	420	990		990	-123	-5915352.5	1196166.25
991		991	3.009046243	9.453366458	7.111531255	-5915373.5	1196181	460	2	991	982515.4678	460	991		991	-123	-5915373.5	1196181.125
992		992	2.788922377	8.761948632	6.10930126	-5915377	1196177.5	464	2	992	982517.0763	464	992		992	-123	-5915377	1196177.25
993		993	4.714043127	14.80946777	17.45295776	-5915354.5	1196136.5	411	2	993	982476.4206	411	993		993	-123	-5915354.5	1196136.625
994		994	4.111836566	12.91791484	13.27929351	-5915391.5	1196139.625	454	2	994	982513.4597	454	994		994	-123	-5915391.5	1196139.875
995		995	2.559706938	8.041303161	5.145682752	-5915389	1196152	463	2	995	982516.5858	463	995		995	-123	-5915388.5	1196151.875
996		996	3.341940783	10.49912035	8.771946285	-5915385	1196188.125	482	2	996	982529.7356	482	996		996	-123	-5915384.5	1196188.5
997		997	2.810868899	8.830374134	6.205093717	-5915391	1196187.5	492	2	997	982535.0071	492	997		997	-123	-5915391	1196187.375
998		998	4.679167666	14.69982619	17.19548918	-5915319	1196143.25	384	2	998	982445.5821	384	998		998	-123	-5915319.5	1196143
999		999	7.651184693	24.03663956	45.97668323	-5915358	1196144.75	413	2	999	982481.9358	413	999		999	-123	-5915357.5	1196144.375
1000		1000	3.647260348	11.45833088	10.44799256	-5915313	1196106	361	2	1000	982423.4914	361	1000		1000	-123	-5915313	1196106.125
1001		1001	10.35951263	32.54528527	84.28810717	-5915312	1196098.5	351	2	1001	982414.9324	351	1001		1001	-123	-5915312	1196098.75
1002		1002	4.673831967	14.6834899	17.15729086	-5915308.5	1196092.125	347	2	1002	982412.4255	347	1002		1002	-123	-5915308.5	1196092.125
1003		1003	7.35275436	23.09950246	42.46150542	-5915408.5	1196114.875	461	2	1003	982515.7327	461	1003		1003	-123	-5915409	1196115
1004		1004	4.933621238	15.49932025	19.11681069	-5915418.5	1196088.125	455	2	1004	982514.3889	455	1004		1004	-123	-5915419	1196088
1005		1005	43.00156209	135.0934247	1452.307428	-5914997	1196355.5	266	2	1005	982219.7281	266	1005		1005	-137	-5914997.5	1196356.125
1006		1006	17.67157116	55.51669005	245.2659538	-5915217	1196423.25	409	2	1006	982472.2376	409	1006		1006	-137	-5915218	1196422.5
1007		1007	8.595183249	27.00280456	58.0240291	-5915213.5	1196407.25	404	2	1007	982466.3745	404	1007		1007	-137	-5915214	1196407.375
1008		1008	16.6009247	52.15310095	216.4464206	-5915193.5	1196424.25	394	2	1008	982451.2668	394	1008		1008	-137	-5915193.5	1196423.375
1009		1009	12.91519714	40.57402428	131.0045276	-5915208.5	1196429.75	407	2	1009	982469.3797	407	1009		1009	-137	-5915208	1196430.125
1010		1010	10.12755206	31.81653385	80.55562398	-5915141	1196414.75	341	2	1010	982400.9426	341	1010		1010	-137	-5915141	1196415
1011		1011	12.59358137	39.56420027	124.5646807	-5915142.5	1196420.5	344	2	1011	982403.6077	344	1011		1011	-137	-5915142.5	1196420.5
1012		1012	6.068829692	19.06585229	28.92694594	-5915149	1196414	346	2	1012	982409.6962	346	1012		1012	-137	-5915149	1196413.75
1013		1013	10.59013919	33.2699168	88.08329771	-5915154	1196421.625	358	2	1013	982418.32	358	1013		1013	-137	-5915154.5	1196422.125
1014		1014	4.086106832	12.83686174	13.11317519	-5915156	1196412.375	356	2	1014	982417.6751	356	1014		1014	-137	-5915156	1196412.625
